25,53.93694773,4526053.477,1173232.009,1161079.714,58478.02899,17931.20419,17770.87305,93653.65723,0.046142619,2.897625437,123657.8889
25,39.64524192,5581757.641,1180658.72,1129660.626,65238.67823,17985.9227,17542.31546,109256.785,0.029964083,2.215298224,97646.11966
25,41.4434102,5678301.055,1192890.931,1095948.04,63753.16878,18076.36483,17282.8378,77629.1881,0.060741591,4.126852689,177481.2076
25,96.42482367,4288421.725,1005044.081,1355555.016,55009.0043,16354.44108,19138.01839,134009.0721,0.376368841,47.7343649,1562920.352
25,80.38777242,2722782.611,885078.7059,1478966.44,43788.7635,15443.24537,20065.75348,191304.3315,0.378166829,34.64512029,1407928.877
25,65.6420686,5662899.586,958422.8029,1353848.903,59653.44068,16172.81881,19254.02932,118102.9363,0.229759221,39.94234514,1218967.771
25,30.78149112,5230140.359,851551.9779,1387252.807,56614.98891,14915.71689,19406.67328,139969.6035,0.087587769,11.34917818,429820.9158
25,91.07530489,4027179.08,992159.9876,1370744.446,49171.97622,16469.19553,19318.71804,91233.82735,0.440613568,54.75189553,1914554.643
25,61.74191443,3872714.592,1006325.926,1276102.4,40858.07575,16534.68795,18660.97547,127589.0761,0.195146522,16.91257681,647397.5246
25,52.41938366,4605022.385,1021751.79,1210593.024,58957.81773,16706.81379,18217.18859,52888.2939,0.379686735,44.41443226,1682286.156
25,41.13826064,1609260.488,888353.4754,1478458.317,37498.20401,15577.67447,20132.72407,30597.20829,0.095138762,5.026455325,193605.9071
25,34.57736577,4276045.52,922965.8447,1373159.223,51231.44018,15804.69769,19357.58298,125771.7294,0.094569185,8.706943663,355730.4568
25,70.59727788,4045353.65,868909.5961,1527871.411,58697.11044,15307.70484,20361.65104,92189.70344,0.114351724,18.49172284,685573.488
25,78.00513482,3917877.606,981590.4716,1311443.235,50912.38167,16255.10668,18940.16394,115827.5747,0.242021741,29.36958312,1283603.062
25,48.54384934,4175289.801,986885.6357,1314250.664,51299.93273,16309.2978,18959.54989,123214.85,0.156403423,18.44253593,831346.1983
25,96.89261729,4585105.922,1027383.143,1257909.753,58175.63159,16647.11506,18530.46733,85645.99014,0.291900929,36.695817,1060908.806
25,219.6648538,5536086.583,1133614.354,1251276.869,65982.10264,17625.12306,18464.6658,106380.827,0.590665359,136.9492185,3591063.12
25,69.5631133,7708281.895,1068235.47,1351317.183,80084.34274,17068.32198,19131.00575,141308.6362,0.321925001,33.3263743,1101413.656
25,111.1098098,4990309.587,1066961.269,1290989.618,58695.59579,17079.6157,18764.44808,171350.5102,0.333022754,35.04197248,1231915.438
25,96.05141154,5976282.566,1078880.206,1472355.994,69519.52853,17132.36576,20025.55066,172608.6779,0.14598684,22.84195791,785194.7633
25,39.43970325,4720256.954,1031100.392,1345826.845,56483.10687,16755.19788,19101.04244,95637.75338,0.200966829,31.782103,1368550.974
25,72.49473867,5088569.626,983431.8365,1503791.189,67452.71031,16357.98346,20231.42704,109176.8338,0.337609686,36.4621278,1272034.263
29.96969697,53.41272895,5584864.535,1284083.549,1020649.974,66891.91919,18728.10476,16684.47816,143641.804,0.132851375,4.909810235,166845.7961
29.96969697,54.865091,3071261.803,1039435.237,1236737.702,43343.4403,16884.25529,18377.32307,198726.2361,0.145907875,4.290690602,156726.2928
29.96969697,201.9021883,7092226.904,1164281.104,1110879.75,79480.57955,17877.52537,17458.55232,183223.833,0.28289796,31.16426907,1182552.417
29.96969697,60.62484717,6321217.045,956833.2847,1443237.415,71775.52667,16140.19401,19820.20084,226649.0257,0.084198,4.237852735,140523.4402
